date,temperature,humidity,luminosity
2019-11-27 16:18:55.315,24.0,32.9,43
2019-11-27 16:18:57.589,24.0,32.9,50
2019-11-27 16:18:59.866,24.0,33.0,56
2019-11-27 16:19:02.142,24.0,33.0,52
2019-11-27 16:19:04.417,24.0,33.1,55
2019-11-27 16:19:06.693,24.0,33.1,55
2019-11-27 16:19:08.971,24.0,33.1,54
2019-11-27 16:19:11.243,24.0,33.2,53
2019-11-27 16:19:13.521,24.0,33.2,53
2019-11-27 16:19:15.799,24.0,33.3,54
2019-11-27 16:19:18.071,24.0,33.3,53
2019-11-27 16:19:20.349,24.0,33.3,53
2019-11-27 16:19:22.626,24.0,33.3,53
2019-11-27 16:19:24.900,24.0,33.3,55
2019-11-27 16:19:27.176,24.0,33.3,42
2019-11-27 16:19:29.449,24.0,33.4,41
2019-11-27 16:19:31.727,24.0,33.4,45
2019-11-27 16:19:34.004,24.0,33.4,52
2019-11-27 16:19:36.278,24.0,33.4,52
2019-11-27 16:19:38.554,24.0,33.4,52
2019-11-27 16:19:40.832,24.0,33.4,58
2019-11-27 16:19:43.104,24.0,33.3,58
2019-11-27 16:19:45.382,24.0,33.2,58
2019-11-27 16:19:47.659,24.0,33.2,58
2019-11-27 16:19:49.932,24.0,33.2,53
2019-11-27 16:19:52.210,24.0,33.2,54
2019-11-27 16:19:54.487,24.0,33.1,54
2019-11-27 16:19:56.760,24.0,33.1,52
2019-11-27 16:19:59.038,24.0,33.1,52
2019-11-27 16:20:01.315,24.0,33.1,52
2019-11-27 16:20:03.588,24.0,33.0,56
2019-11-27 16:20:05.865,24.0,33.0,56
2019-11-27 16:20:08.138,24.0,33.0,52
2019-11-27 16:20:10.415,24.0,33.0,52
2019-11-27 16:20:12.693,24.0,32.9,55
2019-11-27 16:20:14.966,24.0,32.9,48
2019-11-27 16:20:17.244,24.0,32.9,48
2019-11-27 16:20:19.520,24.0,32.9,47
2019-11-27 16:20:21.793,24.0,32.9,49
2019-11-27 16:20:24.071,23.9,32.9,54
2019-11-27 16:20:26.349,24.0,33.0,55
2019-11-27 16:20:28.622,24.0,33.0,49
2019-11-27 16:20:30.899,24.0,33.0,47
2019-11-27 16:20:33.172,24.0,33.0,49
2019-11-27 16:20:35.450,23.9,32.9,53
2019-11-27 16:20:37.727,23.9,33.0,53
2019-11-27 16:20:40.000,24.0,33.1,53
2019-11-27 16:20:42.276,23.9,32.9,55
2019-11-27 16:20:44.553,23.9,32.9,60
2019-11-27 16:20:46.829,23.9,32.9,60
2019-11-27 16:20:49.105,23.9,32.9,60
2019-11-27 16:20:51.382,23.9,32.8,59
2019-11-27 16:20:53.655,23.9,32.8,58
2019-11-27 16:20:55.933,23.9,32.8,57
2019-11-27 16:20:58.210,23.9,32.8,59
2019-11-27 16:21:00.483,23.9,32.9,60
2019-11-27 16:21:02.760,23.9,32.9,60
2019-11-27 16:21:05.037,23.9,32.9,60
2019-11-27 16:21:07.311,23.9,32.9,61
2019-11-27 16:21:09.587,23.9,33.0,60
2019-11-27 16:21:11.865,23.9,33.0,59
2019-11-27 16:21:14.138,23.9,33.0,57
2019-11-27 16:21:16.416,23.9,33.0,60
2019-11-27 16:21:18.693,23.9,33.1,59
2019-11-27 16:21:20.966,23.9,33.1,59
2019-11-27 16:21:23.243,23.9,33.1,59
2019-11-27 16:21:25.520,23.9,33.1,61
2019-11-27 16:21:27.795,23.9,33.1,60
2019-11-27 16:21:30.073,23.9,33.1,60
2019-11-27 16:21:32.349,23.9,33.1,60
2019-11-27 16:21:34.622,23.9,33.0,61
